Code,Dataset,BIOME,Species,GF,Decid/E'green,Needle/Broad lf,C3C4,N2-fixer,log LL,log LMA,log Nmass,log Narea,log Pmass,log Parea,log Amass,log Aarea,log Gs,log Rdmass,log Rdarea,Ca - Ci,,,,
931,Kudo_Cornelissen_Abisko,TUNDRA,Filipendula ulmaria,H,,B,C3,N,,1.55,0.444,-0.009,,,,,,,,,,,,
932,Kudo_Cornelissen_Abisko,TUNDRA,Geranium sylvaticum,H,,B,C3,N,,1.66,0.435,0.099,,,,,,,,,,,,
933,Kudo_Cornelissen_Abisko,TUNDRA,Gymnocarpium dryopteris,H,,B,C3,N,,1.45,0.217,-0.333,,,,,,,,,,,,
934,Kudo_Cornelissen_Abisko,TUNDRA,Juncus arcticus,G,,B,C3,N,,2.36,0.349,0.705,,,,,,,,,,,,
935,Kudo_Cornelissen_Abisko,TUNDRA,Juniperus communis,S,E,N,C3,N,,2.22,0.059,0.281,,,,,,,,,,,,
936,Kudo_Cornelissen_Abisko,TUNDRA,Lathyrus pratensis,H,,B,C3,Y,,1.53,0.687,0.218,,,,,,,,,,,,
937,Kudo_Cornelissen_Abisko,TUNDRA,Loiseleuria procumbens,S,E,,,N,1.57,2.40,-0.149,0.249,,,,,,,,,,,,
938,Kudo_Cornelissen_Abisko,TUNDRA,Lycopodium annotinum,F,E,B,C3,N,,,-0.066,,,,,,,,,,,,,
939,Kudo_Cornelissen_Abisko,TUNDRA,Matteuccia struthiopteris,F,,B,C3,N,,1.57,0.517,0.083,,,,,,,,,,,,
940,Kudo_Cornelissen_Abisko,TUNDRA,Melampyrum sylvaticum,H,,B,C3,N,,1.50,0.270,-0.233,,,,,,,,,,,,
941,Kudo_Cornelissen_Abisko,TUNDRA,Orthilia secunda,H,,B,C3,N,,1.75,0.273,0.019,,,,,,,,,,,,
942,Kudo_Cornelissen_Abisko,TUNDRA,Pedicularis lapponica,H,D,B,C3,N,0.32,1.79,0.488,0.254,,,,,,,,,,,,
943,Kudo_Cornelissen_Abisko,TUNDRA,Pedicularis sceptrum-carolinum,H,,B,C3,N,,1.81,0.269,0.076,,,,,,,,,,,,
944,Kudo_Cornelissen_Abisko,TUNDRA,Phyllodoce caerulea,S,E,,,N,1.45,2.08,-0.081,-0.005,,,,,,,,,,,,
945,Kudo_Cornelissen_Abisko,TUNDRA,Picea abies x obovata,T,E,N,C3,N,,2.48,0.122,0.600,,,,,,,,,,,,
946,Kudo_Cornelissen_Abisko,TUNDRA,Pinguicula vulgaris,H,,B,C3,N,,1.22,0.200,-0.584,,,1.79,0.00,,,,,,,,
947,Kudo_Cornelissen_Abisko,TUNDRA,Pinus sylvestris,T,E,N,C3,N,,2.48,-0.025,0.454,,,,,,,,,,,,
948,Kudo_Cornelissen_Abisko,TUNDRA,Polygonum viviparum,H,,B,C3,N,0.27,1.84,0.500,0.374,,,,,,,,,,,,
949,Kudo_Cornelissen_Abisko,TUNDRA,Populus tremula,T,D,B,C3,N,,1.89,0.399,0.285,,,,,,,,,,,,
950,Kudo_Cornelissen_Abisko,TUNDRA,Rhinanthus minor,H,,B,C3,N,,1.82,0.550,0.367,,,,,,,,,,,,
951,Kudo_Cornelissen_Abisko,TUNDRA,Rhodiola rosea,H,,B,C3,N,,1.53,0.494,0.027,,,,,,,,,,,,
952,Kudo_Cornelissen_Abisko,TUNDRA,Rhododendron lapponicum,S,E,B,C3,N,1.14,2.13,0.222,0.353,,,,,,,,,,,,
953,Kudo_Cornelissen_Abisko,TUNDRA,Ribes spicatum,S,D,B,C3,N,,1.52,0.469,-0.008,,,,,,,,,,,,
954,Kudo_Cornelissen_Abisko,TUNDRA,Rubus chamaemorus,H,,B,C3,N,,1.91,0.275,0.177,,,,,,,,,,,,
955,Kudo_Cornelissen_Abisko,TUNDRA,Rubus saxatilis,H,,B,C3,N,,1.48,0.359,-0.158,,,,,,,,,,,,
956,Kudo_Cornelissen_Abisko,TUNDRA,Rumex obtusififolius,H,,B,C3,N,,1.60,0.523,0.127,,,,,,,,,,,,
957,Kudo_Cornelissen_Abisko,TUNDRA,Salix lapponum,S,D,B,C3,N,,1.93,0.389,0.323,,,,,,,,,,,,
958,Kudo_Cornelissen_Abisko,TUNDRA,Salix myrsinites,S,D,B,C3,N,0.47,2.07,0.236,0.297,,,,,,,,,,,,
959,Kudo_Cornelissen_Abisko,TUNDRA,Salix reticulata,S,D,B,C3,N,0.51,2.10,0.228,0.325,,,,,,,,,,,,
960,Kudo_Cornelissen_Abisko,TUNDRA,Solidago virgaurea,H,,B,C3,N,,1.56,0.457,0.017,,,,,,,,,,,,
961,Kudo_Cornelissen_Abisko,TUNDRA,Sorbus aucuparia,T,D,B,C3,N,,1.80,0.287,0.085,,,,,,,,,,,,
962,Kudo_Cornelissen_Abisko,TUNDRA,Tanacetum vulgare,H,,B,C3,N,,1.69,0.423,0.112,,,,,,,,,,,,
963,Kudo_Cornelissen_Abisko,TUNDRA,Trifolium pratense,H,,B,C3,Y,,1.41,0.674,0.081,,,,,,,,,,,,
964,Kudo_Cornelissen_Abisko,TUNDRA,Vaccinium myrtillus,S,D,B,C3,N,0.47,1.73,0.278,0.010,,,2.01,0.70,,,,,,,,
965,Kudo_Cornelissen_Abisko,TUNDRA,Vaccinium uliginosum,S,D,B,C3,N,0.47,1.89,0.298,0.203,,,2.01,0.82,,,,,,,,
966,Kudo_Cornelissen_Abisko,TUNDRA,Vaccinium vitis-idaea,S,E,B,C3,N,1.44,2.20,-0.016,0.192,,,1.60,0.73,,,,,,,,
967,Kudo_Cornelissen_Abisko,TUNDRA,Viccia cracca,H,,B,C3,Y,,1.44,0.735,0.179,,,,,,,,,,,,
968,Kudo_Cornelissen_Latnjajaure,TUNDRA,Arctostaphylos alpina,S,D,B,C3,N,0.39,1.98,0.270,0.252,,,,,,,,,,,,
969,Kudo_Cornelissen_Latnjajaure,TUNDRA,Astragalus alpinus,H,D,B,C3,Y,,1.66,0.750,0.412,,,,,,,,,,,,
970,Kudo_Cornelissen_Latnjajaure,TUNDRA,Astragalus frigidus,H,D,B,C3,Y,,1.67,0.746,0.418,,,,,,,,,,,,
971,Kudo_Cornelissen_Latnjajaure,TUNDRA,Bartsia alpina,H,D,B,C3,N,,1.90,0.391,0.291,,,,,,,,,,,,
972,Kudo_Cornelissen_Latnjajaure,TUNDRA,Betula nana,S,D,B,C3,N,0.32,1.91,0.499,0.410,,,,,,,,,,,,
973,Kudo_Cornelissen_Latnjajaure,TUNDRA,Carex saxatilis,G,,B,C3,N,,1.79,0.462,0.253,,,,,,,,,,,,
974,Kudo_Cornelissen_Latnjajaure,TUNDRA,Cassiope tetragona,S,E,B,C3,N,1.59,2.13,0.134,0.259,,,,,,,,,,,,
975,Kudo_Cornelissen_Latnjajaure,TUNDRA,Diapensia lapponica,S,E,,,N,1.63,2.20,0.132,0.328,,,,,,,,,,,,
976,Kudo_Cornelissen_Latnjajaure,TUNDRA,Dryas octopetala,S,E,B,C3,N,0.42,2.06,0.310,0.366,,,,,,,,,,,,
977,Kudo_Cornelissen_Latnjajaure,TUNDRA,Empetrum hermaphroditum,S,E,B,,N,1.62,2.19,-0.015,0.176,,,,,,,,,,,,
978,Kudo_Cornelissen_Latnjajaure,TUNDRA,Juncus trifidus,G,,B,C3,N,,1.76,0.509,0.271,,,,,,,,,,,,
979,Kudo_Cornelissen_Latnjajaure,TUNDRA,Loiseleuria procumbens,S,E,,,N,1.72,2.36,0.023,0.388,,,,,,,,,,,,
980,Kudo_Cornelissen_Latnjajaure,TUNDRA,Luzula multiflora,G,,B,C3,N,,1.53,0.361,-0.106,,,,,,,,,,,,
981,Kudo_Cornelissen_Latnjajaure,TUNDRA,Oxyria digyna,H,D,B,C3,N,,1.79,0.545,0.338,,,,,,,,,,,,
982,Kudo_Cornelissen_Latnjajaure,TUNDRA,Pedicularis hirsuta,H,,B,C3,N,,1.69,0.442,0.135,,,,,,,,,,,,
983,Kudo_Cornelissen_Latnjajaure,TUNDRA,Pedicularis lapponica,H,D,B,C3,N,0.35,1.96,0.362,0.320,,,,,,,,,,,,
984,Kudo_Cornelissen_Latnjajaure,TUNDRA,Phleum alpinum,G,,B,C3,N,,1.62,0.499,0.117,,,,,,,,,,,,
985,Kudo_Cornelissen_Latnjajaure,TUNDRA,Phyllodoce caerulea,S,E,,,N,1.53,2.11,0.043,0.150,,,,,,,,,,,,
986,Kudo_Cornelissen_Latnjajaure,TUNDRA,Polygonum viviparum,H,,B,C3,N,0.24,1.94,0.570,0.515,,,,,,,,,,,,
987,Kudo_Cornelissen_Latnjajaure,TUNDRA,Potentilla crantzii,H,D,B,C3,N,0.34,1.91,0.428,0.343,,,,,,,,,,,,
988,Kudo_Cornelissen_Latnjajaure,TUNDRA,Ranunculus nivalis,H,D,,,N,0.43,1.70,0.484,0.181,,,,,,,,,,,,
989,Kudo_Cornelissen_Latnjajaure,TUNDRA,Rhododendron lapponicum,S,E,B,C3,N,1.12,2.20,0.272,0.473,,,,,,,,,,,,
990,Kudo_Cornelissen_Latnjajaure,TUNDRA,Rubus chamaemorus,H,,B,C3,N,,1.90,0.415,0.318,,,,,,,,,,,,
991,Kudo_Cornelissen_Latnjajaure,TUNDRA,Salix herbacea,S,D,B,C3,N,0.42,1.91,0.427,0.345,,,,,,,,,,,,
992,Kudo_Cornelissen_Latnjajaure,TUNDRA,Salix myrsinites,S,D,B,C3,N,,1.98,0.394,0.372,,,,,,,,,,,,
993,Kudo_Cornelissen_Latnjajaure,TUNDRA,Salix polaris,S,D,B,C3,N,0.40,1.92,0.395,0.326,,,,,,,,,,,,
994,Kudo_Cornelissen_Latnjajaure,TUNDRA,Salix reticulata,S,D,B,C3,N,0.44,2.04,0.356,0.395,,,,,,,,,,,,
995,Kudo_Cornelissen_Latnjajaure,TUNDRA,Sibbaldia procumbens,H,D,B,C3,N,0.20,1.80,0.461,0.265,,,,,,,,,,,,
996,Kudo_Cornelissen_Latnjajaure,TUNDRA,Trollius europaeus,H,,B,C3,N,,1.56,0.398,-0.047,,,,,,,,,,,,
997,Kudo_Cornelissen_Latnjajaure,TUNDRA,Vaccinium myrtillus,S,D,B,C3,N,0.34,1.86,0.212,0.076,,,,,,,,,,,,
998,Kudo_Cornelissen_Latnjajaure,TUNDRA,Vaccinium uliginosum,S,D,B,C3,N,0.35,1.90,0.398,0.306,,,,,,,,,,,,
999,Kudo_Cornelissen_Latnjajaure,TUNDRA,Vaccinium vitis-idaea,S,E,B,C3,N,1.57,2.39,-0.013,0.380,,,,,,,,,,,,
1000,Kudo_Cornelissen_Latnjajaure,TUNDRA,Veronica alpina,H,,B,C3,N,,1.56,0.491,0.052,,,,,,,,,,,,
1001,Kudo_Cornelissen_Svalbard,TUNDRA,Cassiope tetragona,S,E,B,C3,N,1.72,,0.076,,,,,,,,,,,,,
1002,Kudo_Cornelissen_Svalbard,TUNDRA,Dryas octopetala,S,E,B,C3,N,,2.07,0.371,0.443,,,,,,,,,,,,
1003,Kudo_Cornelissen_Svalbard,TUNDRA,Oxyria digyna,H,D,B,C3,N,,1.85,0.628,0.480,,,,,,,,,,,,
1004,Kudo_Cornelissen_Svalbard,TUNDRA,Polygonum viviparum,H,,B,C3,N,,1.90,0.603,0.506,,,,,,,,,,,,
1005,Kudo_Cornelissen_Svalbard,TUNDRA,Salix polaris,S,D,B,C3,N,,1.87,0.587,0.456,,,,,,,,,,,,
1006,Kuppers_Bayreuth,WLAND,Rubus corylifolius,V,D,B,C3,N,0.78,1.85,0.265,0.113,-0.721,-0.874,2.27,1.11,2.30,,,,,,,
1007,Kuppers_Bayreuth,WLAND,Prunus spinosa,S,D,B,C3,N,0.76,1.95,0.326,0.281,-0.745,-0.790,2.07,1.02,2.60,,,,,,,
1008,Kuppers_Bayreuth,WLAND,Crataegus x macrocarpa,S,D,B,C3,N,0.82,2.04,0.310,0.351,-0.620,-0.579,1.96,1.00,2.63,,,,,,,
1009,Kuppers_Bayreuth,WLAND,Acer campestre,T,D,B,C3,N,0.79,1.98,0.288,0.267,-0.721,-0.742,2.00,0.98,2.24,,,,,,,
1010,Kuppers_Bayreuth,WLAND,Ribes uva crispa,S,D,B,C3,N,0.91,1.81,0.314,0.126,-0.824,-1.011,2.19,1.00,2.40,,,,,,,
1011,Lal_etal_Inceptisol,TROP_FOR,Aegle marmelos,T,D,B,,N,,2.06,0.286,0.345,-0.284,-0.225,,,,,,,,,,
1012,Lal_etal_Inceptisol,TROP_FOR,Amoora rohitika,T,E,B,,N,,1.61,0.258,-0.134,-0.585,-0.977,,,,,,,,,,
1013,Lal_etal_Inceptisol,TROP_FOR,Annona squamosa,T,E,B,,N,,1.74,0.501,0.241,-0.770,-1.030,,,,,,,,,,
1014,Lal_etal_Inceptisol,TROP_FOR,Anthocephalus cadamba,T,E,B,,N,,2.06,0.243,0.299,-0.721,-0.665,,,,,,,,,,
1015,Lal_etal_Inceptisol,TROP_FOR,Artocarpus heterophyllus,T,E,B,,N,,2.02,0.418,0.442,-0.721,-0.697,,,,,,,,,,
1016,Lal_etal_Inceptisol,TROP_FOR,Artocarpus lakoocha,T,D,B,,N,,1.96,0.299,0.262,-0.770,-0.806,,,,,,,,,,
1017,Lal_etal_Inceptisol,TROP_FOR,Azadirachta indica,T,D,B,,N,,1.90,0.484,0.382,-0.721,-0.824,,,,,,,,,,
1018,Lal_etal_Inceptisol,TROP_FOR,Bambusa bambos,T,D,B,,N,,1.79,0.362,0.156,-0.854,-1.060,,,,,,,,,,
1019,Lal_etal_Inceptisol,TROP_FOR,Bauhinia variegata,T,D,B,,Y,,1.88,0.479,0.361,-0.337,-0.455,,,,,,,,,,
1020,Lal_etal_Inceptisol,TROP_FOR,Bombax ceiba,T,D,B,,N,,2.06,0.204,0.266,-0.721,-0.659,,,,,,,,,,
1021,Lal_etal_Inceptisol,TROP_FOR,Bougainvellia spectabilis,S,E,B,,N,,1.83,0.436,0.263,-0.959,-1.132,,,,,,,,,,
1022,Lal_etal_Inceptisol,TROP_FOR,Carissa carundu,S,E,B,,N,,1.95,0.068,0.015,-0.824,-0.877,,,,,,,,,,
1023,Lal_etal_Inceptisol,TROP_FOR,Cassia fistula,T,D,B,,Y,,1.82,0.342,0.158,-0.770,-0.954,,,,,,,,,,
1024,Lal_etal_Inceptisol,TROP_FOR,Cordia dichotoma,T,D,B,,N,,2.06,0.326,0.387,-0.770,-0.709,,,,,,,,,,
1025,Lal_etal_Inceptisol,TROP_FOR,Crescentia cujete,T,E,B,,N,,1.83,0.301,0.134,-0.796,-0.963,,,,,,,,,,
1026,Lal_etal_Inceptisol,TROP_FOR,Dalbergia sissoo,T,D,B,,Y,,2.08,0.320,0.403,-0.745,-0.662,,,,,,,,,,
1027,Lal_etal_Inceptisol,TROP_FOR,Dillenia indica,T,E,B,,N,,1.96,0.134,0.097,-0.854,-0.891,,,,,,,,,,
1028,Lal_etal_Inceptisol,TROP_FOR,Diospyros embryopteris,T,E,B,,N,,2.01,0.212,0.220,-0.569,-0.560,,,,,,,,,,
1029,Lal_etal_Inceptisol,TROP_FOR,Eucalyptus globulus,T,E,B,C3,N,,2.16,0.104,0.265,-0.824,-0.663,,,,,,,,,,
1030,Lal_etal_Inceptisol,TROP_FOR,Ficus benghalensis,T,E,B,,N,,2.10,0.111,0.212,-0.959,-0.857,,,,,,,,,,
1031,Lal_etal_Inceptisol,TROP_FOR,Ficus carica,T,D,B,,N,,1.93,0.500,0.433,-0.678,-0.744,,,,,,,,,,
1032,Lal_etal_Inceptisol,TROP_FOR,Ficus religiosa,T,D,B,,N,,2.04,0.170,0.207,-0.921,-0.884,,,,,,,,,,
1033,Lal_etal_Inceptisol,TROP_FOR,Ficus rumphii,T,D,B,,N,,1.90,0.190,0.089,-0.886,-0.988,,,,,,,,,,
1034,Lal_etal_Inceptisol,TROP_FOR,Gardenia jasminoides,S,E,B,,N,,1.91,0.182,0.096,-0.770,-0.855,,,,,,,,,,
1035,Lal_etal_Inceptisol,TROP_FOR,Grewia asiatica,T,D,B,,N,,2.01,0.238,0.243,-0.553,-0.548,,,,,,,,,,
1036,Lal_etal_Inceptisol,TROP_FOR,Hamelia patens,S,E,B,,N,,1.82,0.524,0.345,-0.678,-0.856,,,,,,,,,,
1037,Lal_etal_Inceptisol,TROP_FOR,Hibiscus rosa-sinensis,S,E,B,,N,,1.67,0.350,0.019,-0.222,-0.553,,,,,,,,,,
1038,Lal_etal_Inceptisol,TROP_FOR,Holoptelia integrifolia,T,D,B,,N,,1.80,0.439,0.236,-0.796,-0.999,,,,,,,,,,
1039,Lal_etal_Inceptisol,TROP_FOR,Ixora alba,S,E,B,,N,,1.92,0.342,0.265,-0.569,-0.646,,,,,,,,,,
1040,Lal_etal_Inceptisol,TROP_FOR,Ixora coccinea,S,E,B,,N,,2.01,0.143,0.149,-0.824,-0.817,,,,,,,,,,
1041,Lal_etal_Inceptisol,TROP_FOR,Kigelia pinnata,T,D,B,,N,,2.04,0.228,0.266,-0.745,-0.707,,,,,,,,,,
1042,Lal_etal_Inceptisol,TROP_FOR,Lagerstroemia speciosa,T,D,B,,N,,1.94,0.307,0.249,-0.678,-0.736,,,,,,,,,,
1043,Lal_etal_Inceptisol,TROP_FOR,Litchi chinensis,T,E,B,,N,,2.11,0.152,0.263,-0.569,-0.458,,,,,,,,,,
1044,Lal_etal_Inceptisol,TROP_FOR,Madhuca indica,T,D,B,,N,,2.05,0.248,0.298,-0.921,-0.870,,,,,,,,,,
1045,Lal_etal_Inceptisol,TROP_FOR,Magnolia grandiflora,T,E,B,,N,,2.19,0.127,0.321,-0.921,-0.727,,,,,,,,,,
1046,Lal_etal_Inceptisol,TROP_FOR,Mallotus phillippensis,T,E,B,,N,,1.76,0.396,0.154,-0.398,-0.641,,,,,,,,,,
1047,Lal_etal_Inceptisol,TROP_FOR,Mangifera indica,T,E,B,,N,,2.13,0.225,0.357,-0.824,-0.692,,,,,,,,,,
1048,Lal_etal_Inceptisol,TROP_FOR,Mimusops elengi,T,E,B,,N,,2.10,0.223,0.321,-0.347,-0.248,,,,,,,,,,
1049,Lal_etal_Inceptisol,TROP_FOR,Mimusops hexendra,T,E,B,,N,,2.09,0.210,0.299,-0.602,-0.513,,,,,,,,,,
1050,Lal_etal_Inceptisol,TROP_FOR,Mitragyna parviflora,T,D,B,,N,,1.96,0.292,0.251,-0.886,-0.927,,,,,,,,,,
1051,Lal_etal_Inceptisol,TROP_FOR,Morus alba,T,D,B,,N,,1.83,0.307,0.136,-0.770,-0.942,,,,,,,,,,
1052,Lal_etal_Inceptisol,TROP_FOR,Nyctanthes arbor-tristis,T,D,B,,N,,1.99,0.230,0.222,-0.538,-0.546,,,,,,,,,,
1053,Lal_etal_Inceptisol,TROP_FOR,Polyalthia longifolia,T,E,B,,N,,1.81,0.326,0.133,-0.678,-0.871,,,,,,,,,,
1054,Lal_etal_Inceptisol,TROP_FOR,Polyalthia pendulosa,T,E,B,,N,,1.86,0.403,0.259,-0.620,-0.764,,,,,,,,,,
1055,Lal_etal_Inceptisol,TROP_FOR,Pongamia pinnata,T,D,B,,Y,,1.78,0.446,0.227,-0.824,-1.043,,,,,,,,,,
1056,Lal_etal_Inceptisol,TROP_FOR,Populus deltoides,T,D,B,C3,N,,2.01,0.382,0.394,-0.745,-0.733,,,,,,,,,,
1057,Lal_etal_Inceptisol,TROP_FOR,Psidium guajava,T,E,B,,N,,1.96,0.238,0.198,-0.678,-0.718,,,,,,,,,,
1058,Lal_etal_Inceptisol,TROP_FOR,Pterospermum acerifolia,T,E,B,,N,,1.98,0.155,0.136,-0.585,-0.604,,,,,,,,,,
1059,Lal_etal_Inceptisol,TROP_FOR,Quisqualis indica,S,E,B,,N,,1.61,0.464,0.072,-0.367,-0.758,,,,,,,,,,
1060,Lal_etal_Inceptisol,TROP_FOR,Sapindus mykorossi,T,D,B,,N,,1.72,0.479,0.198,-0.432,-0.712,,,,,,,,,,
1061,Lal_etal_Inceptisol,TROP_FOR,Saraca indica,T,E,B,,Y,,1.95,0.310,0.256,-0.678,-0.731,,,,,,,,,,
1062,Lal_etal_Inceptisol,TROP_FOR,Schleichera oleosa,T,D,B,,N,,1.91,0.253,0.163,-0.284,-0.374,,,,,,,,,,
1063,Lal_etal_Inceptisol,TROP_FOR,Semecarpus anacardium,T,D,B,,N,,1.83,0.262,0.090,-0.538,-0.710,,,,,,,,,,
1064,Lal_etal_Inceptisol,TROP_FOR,Spathodea companulata,T,E,B,,N,,2.02,0.286,0.301,-0.770,-0.754,,,,,,,,,,
1065,Lal_etal_Inceptisol,TROP_FOR,Spondias mangifera,T,D,B,,N,,1.89,0.246,0.133,-0.824,-0.936,,,,,,,,,,
1066,Lal_etal_Inceptisol,TROP_FOR,Sterculia alata,T,D,B,,N,,1.94,0.358,0.300,-0.699,-0.757,,,,,,,,,,
1067,Lal_etal_Inceptisol,TROP_FOR,Sterculia colorata,T,D,B,,N,,1.95,0.217,0.166,-0.745,-0.796,,,,,,,,,,
1068,Lal_etal_Inceptisol,TROP_FOR,Strychnos nuxvomica,T,D,B,,N,,1.90,0.418,0.322,-0.959,-1.054,,,,,,,,,,
1069,Lal_etal_Inceptisol,TROP_FOR,Swietinia mahogoni,T,D,B,,N,,1.93,0.182,0.110,-1.046,-1.117,,,,,,,,,,
1070,Lal_etal_Inceptisol,TROP_FOR,Syzygium jambos,T,E,B,,N,,2.06,0.130,0.193,-1.046,-0.984,,,,,,,,,,
1071,Lal_etal_Inceptisol,TROP_FOR,Tabernaemontana coronaria,S,E,B,,N,,1.74,0.614,0.357,-0.268,-0.525,,,,,,,,,,
1072,Lal_etal_Inceptisol,TROP_FOR,Tectona grandis,T,D,B,,N,,2.13,0.176,0.307,-0.770,-0.639,,,,,,,,,,
1073,Lal_etal_Inceptisol,TROP_FOR,Terminalia arjuna,T,D,B,,N,,2.12,0.164,0.282,-0.721,-0.603,,,,,,,,,,
1074,Lal_etal_Inceptisol,TROP_FOR,Terminalia bellirica,T,D,B,,N,,2.20,-0.066,0.132,-0.495,-0.298,,,,,,,,,,
1075,Lal_etal_Inceptisol,TROP_FOR,Terminalia chebula,T,D,B,,N,,1.87,0.288,0.160,-0.569,-0.696,,,,,,,,,,
1076,Lal_etal_Inceptisol,TROP_FOR,Thevetia paruviana,T,E,B,,N,,1.86,0.283,0.145,-0.886,-1.025,,,,,,,,,,
1077,Lal_etal_Inceptisol,TROP_FOR,Woodfordia fruticosa,S,E,B,,N,,2.04,0.124,0.169,-0.886,-0.841,,,,,,,,,,
1078,Lal_etal_Inceptisol,TROP_FOR,Ziziphus jujuba,T,D,B,,N,,2.12,0.246,0.366,-0.721,-0.600,,,,,,,,,,
1079,Lal_etal_Ultisol,TROP_FOR,Adina cordifolia,T,D,B,,N,0.95,2.09,0.320,0.408,-0.824,-0.736,,,,,,,,,,
1080,Lal_etal_Ultisol,TROP_FOR,Anogeissus latifolia,T,D,B,,N,,2.16,0.158,0.321,-1.046,-0.883,,,,,,,,,,
1081,Lal_etal_Ultisol,TROP_FOR,Bauhinia racemosa,T,D,B,,Y,,1.91,0.393,0.308,-0.745,-0.830,,,,,,,,,,
1082,Lal_etal_Ultisol,TROP_FOR,Boswellia serrata,T,D,B,,N,,2.10,0.121,0.220,-0.301,-0.202,,,,,,,,,,
1083,Lal_etal_Ultisol,TROP_FOR,Bridelia retusa,T,D,B,,N,,1.94,0.290,0.226,-0.824,-0.888,,,,,,,,,,
1084,Lal_etal_Ultisol,TROP_FOR,Buchanania lanzan,T,D,B,,N,1.00,2.06,0.299,0.362,-0.886,-0.823,,,,,,,,,,
1085,Lal_etal_Ultisol,TROP_FOR,Butea monosperma,T,D,B,,Y,1.04,2.15,0.405,0.551,-0.854,-0.708,,,,,,,,,,
1086,Lal_etal_Ultisol,TROP_FOR,Diospyros melanoxylon,T,D,B,,N,1.04,2.08,0.167,0.245,-0.959,-0.881,,,,,,,,,,
1087,Lal_etal_Ultisol,TROP_FOR,Ficus racemosa,T,E,B,C3,N,0.85,1.96,0.322,0.286,-0.721,-0.757,,,,,,,,,,
1088,Lal_etal_Ultisol,TROP_FOR,Gardenia latifolia,T,D,B,,N,,1.94,0.230,0.174,-0.921,-0.977,,,,,,,,,,
1089,Lal_etal_Ultisol,TROP_FOR,Hardwickia binata,T,D,B,,Y,,2.08,0.305,0.382,-0.921,-0.845,,,,,,,,,,
1090,Lal_etal_Ultisol,TROP_FOR,Lagerstroemia parviflora,T,D,B,,N,,2.11,0.130,0.236,-1.046,-0.941,,,,,,,,,,
1091,Lal_etal_Ultisol,TROP_FOR,Lannea coromandelica,T,D,B,,N,,1.91,0.210,0.116,-0.328,-0.421,,,,,,,,,,
1092,Lal_etal_Ultisol,TROP_FOR,Miliusa tomentosa,T,D,B,,N,,1.93,0.356,0.290,-0.796,-0.862,,,,,,,,,,
1093,Lal_etal_Ultisol,TROP_FOR,Pterocarpus marsupium,T,D,B,,Y,,2.06,0.394,0.457,-1.000,-0.937,,,,,,,,,,
1094,Lal_etal_Ultisol,TROP_FOR,Shorea robusta,T,E,B,,N,1.11,1.99,0.294,0.283,-0.959,-0.970,,,,,,,,,,
1095,Lal_etal_Ultisol,TROP_FOR,Soymida febrifuga,T,D,B,,N,,2.13,0.149,0.277,-1.097,-0.969,,,,,,,,,,
1096,Lal_etal_Ultisol,TROP_FOR,Syzygium cumini,T,E,B,,N,1.11,2.13,0.303,0.438,-0.959,-0.824,,,,,,,,,,
1097,Lal_etal_Ultisol,TROP_FOR,Terminalia alata,T,D,B,,N,1.00,2.03,0.167,0.196,-0.886,-0.857,,,,,,,,,,
1098,Lal_etal_Ultisol,TROP_FOR,Wrightia tomentosa,T,D,B,,N,,1.82,0.364,0.188,-0.886,-1.062,,,,,,,,,,
1099,Lal_etal_Ultisol,TROP_FOR,Xeromphis uliginosa,T,D,B,,N,,1.92,0.193,0.118,-0.959,-1.034,,,,,,,,,,
1100,Lal_etal_Ultisol,TROP_FOR,Ziziphus glaberrima,T,D,B,,N,,2.00,0.340,0.338,-0.886,-0.888,,,,,,,,,,
1101,Lee_Cedar_Creek2,TEMP_FOR,Achillea millefolium,H,,B,C3,N,0.00,1.93,0.264,0.191,,,2.22,1.14,2.52,1.18,0.10,79.8,,,,
1102,Lee_Cedar_Creek2,TEMP_FOR,Agropyron repens,G,,B,C3,N,0.30,1.74,0.251,-0.009,,,2.19,0.94,2.31,1.20,-0.06,86.8,,,,
1103,Lee_Cedar_Creek2,TEMP_FOR,Amorpha canescens,S,,B,C3,Y,,1.81,0.376,0.191,,,2.35,1.17,2.49,1.24,0.06,116.2,,,,
1104,Lee_Cedar_Creek2,TEMP_FOR,Andropogon gerardi,G,,B,C4,N,0.00,1.69,0.226,-0.083,,,2.47,1.16,2.18,1.24,-0.07,184.2,,,,
1105,Lee_Cedar_Creek2,TEMP_FOR,Anemone cylindrica,H,,B,C3,N,,1.79,0.272,0.066,,,2.13,0.91,2.22,1.12,-0.09,100.7,,,,
1106,Lee_Cedar_Creek2,TEMP_FOR,Bromus inermis,G,,B,C3,N,0.30,1.75,0.202,-0.051,,,2.19,0.94,2.35,1.13,-0.12,90.3,,,,
1107,Lee_Cedar_Creek2,TEMP_FOR,Koeleria cristata,G,,B,C3,N,0.00,1.97,0.181,0.152,,,2.07,1.08,2.59,1.09,0.06,65.4,,,,
1108,Lee_Cedar_Creek2,TEMP_FOR,Lespedeza capitata,H,,B,C3,Y,,1.80,0.452,0.250,,,2.32,1.12,2.43,1.42,0.22,105.0,,,,
1109,Lee_Cedar_Creek2,TEMP_FOR,Lupinus perennis,H,,B,C3,Y,,1.73,0.515,0.246,,,2.46,1.19,2.50,,,98.4,,,,
